angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.01,,"[237, 186, 115, 140]",,0.0,,0.03,,0.1,,0.64,,0.22,,0.0,
0.02,,"[235, 186, 117, 141]",,0.0,,0.03,,0.03,,0.77,,0.15,,0.0,
0.04,,"[235, 186, 119, 145]",,0.0,,0.04,,0.02,,0.75,,0.15,,0.0,
0.03,,"[230, 184, 119, 147]",,0.0,,0.05,,0.08,,0.59,,0.23,,0.02,
0.03,,"[232, 187, 120, 148]",,0.0,,0.11,,0.04,,0.5,,0.3,,0.01,
0.02,,"[223, 183, 127, 157]",,0.0,,0.12,,0.05,,0.64,,0.16,,0.01,
0.01,,"[224, 183, 131, 165]",,0.0,,0.03,,0.04,,0.87,,0.05,,0.0,
0.01,,"[223, 184, 133, 167]",,0.0,,0.02,,0.03,,0.89,,0.04,,0.0,
0.06,,"[226, 195, 127, 156]",,0.0,,0.12,,0.03,,0.6,,0.18,,0.01,
0.05,,"[226, 196, 128, 157]",,0.0,,0.05,,0.04,,0.74,,0.11,,0.0,
0.02,,"[224, 196, 129, 158]",,0.0,,0.04,,0.03,,0.8,,0.11,,0.0,
0.01,,"[225, 196, 128, 157]",,0.0,,0.07,,0.04,,0.71,,0.16,,0.0,
0.01,,"[223, 195, 130, 160]",,0.0,,0.07,,0.08,,0.63,,0.2,,0.0,
0.01,,"[223, 196, 130, 158]",,0.0,,0.07,,0.11,,0.42,,0.39,,0.0,
0.01,,"[225, 198, 123, 150]",,0.0,,0.07,,0.06,,0.36,,0.51,,0.0,
0.01,,"[232, 198, 123, 150]",,0.0,,0.07,,0.12,,0.21,,0.59,,0.01,
0.01,,"[227, 197, 125, 149]",,0.0,,0.04,,0.02,,0.21,,0.71,,0.01,
0.01,,"[224, 184, 123, 152]",,0.0,,0.05,,0.03,,0.08,,0.82,,0.01,
0.02,,"[224, 182, 123, 149]",,0.0,,0.07,,0.05,,0.08,,0.78,,0.01,
0.02,,"[233, 183, 122, 150]",,0.0,,0.08,,0.08,,0.28,,0.51,,0.02,
0.03,,"[231, 181, 124, 152]",,0.0,,0.07,,0.08,,0.4,,0.42,,0.01,
0.01,,"[231, 181, 123, 150]",,0.0,,0.05,,0.05,,0.63,,0.25,,0.0,
0.01,,"[233, 181, 123, 149]",,0.0,,0.04,,0.03,,0.79,,0.11,,0.0,
0.01,0.09,"[233, 180, 122, 150]","[214, 176, 18, 24]",0.0,0.0,0.04,0.22,0.03,0.37,0.81,0.08,0.11,0.22,0.0,0.01
0.01,,"[234, 181, 120, 147]",,0.0,,0.05,,0.03,,0.84,,0.06,,0.0,
0.01,,"[226, 175, 121, 151]",,0.0,,0.02,,0.22,,0.7,,0.04,,0.0,
0.01,,"[224, 174, 123, 152]",,0.0,,0.04,,0.18,,0.71,,0.06,,0.0,
0.02,,"[230, 179, 124, 151]",,0.0,,0.03,,0.04,,0.84,,0.07,,0.0,
0.02,,"[228, 178, 124, 153]",,0.0,,0.03,,0.02,,0.86,,0.07,,0.0,
0.02,,"[227, 180, 121, 150]",,0.0,,0.03,,0.02,,0.83,,0.09,,0.0,
0.03,,"[226, 182, 121, 150]",,0.0,,0.04,,0.04,,0.75,,0.13,,0.0,
0.03,,"[221, 180, 123, 152]",,0.0,,0.08,,0.05,,0.61,,0.22,,0.0,
0.02,,"[218, 181, 124, 151]",,0.0,,0.07,,0.07,,0.32,,0.51,,0.0,
0.02,,"[219, 177, 127, 157]",,0.0,,0.06,,0.03,,0.12,,0.77,,0.0,
0.02,,"[221, 184, 128, 157]",,0.0,,0.06,,0.02,,0.31,,0.59,,0.0,
0.04,,"[218, 187, 125, 153]",,0.0,,0.09,,0.03,,0.46,,0.36,,0.01,
0.03,,"[216, 187, 127, 157]",,0.0,,0.07,,0.03,,0.65,,0.21,,0.0,
0.06,,"[218, 190, 128, 161]",,0.0,,0.09,,0.02,,0.68,,0.14,,0.0,
0.03,,"[217, 189, 130, 163]",,0.0,,0.04,,0.04,,0.81,,0.07,,0.0,
0.02,,"[216, 191, 130, 162]",,0.0,,0.02,,0.02,,0.89,,0.05,,0.0,
0.03,,"[218, 192, 128, 160]",,0.0,,0.02,,0.02,,0.9,,0.04,,0.0,
0.04,,"[219, 191, 129, 160]",,0.0,,0.03,,0.01,,0.85,,0.06,,0.0,
0.03,,"[220, 188, 126, 157]",,0.0,,0.06,,0.02,,0.8,,0.08,,0.0,
0.03,,"[220, 187, 129, 163]",,0.0,,0.03,,0.02,,0.87,,0.05,,0.0,
0.02,,"[219, 188, 125, 151]",,0.0,,0.03,,0.02,,0.89,,0.04,,0.0,
0.03,,"[223, 187, 122, 149]",,0.0,,0.03,,0.03,,0.84,,0.06,,0.0,
0.06,,"[222, 184, 122, 149]",,0.0,,0.1,,0.05,,0.6,,0.18,,0.01,
0.04,,"[221, 182, 124, 151]",,0.0,,0.12,,0.05,,0.66,,0.12,,0.01,
0.03,,"[221, 180, 125, 154]",,0.0,,0.05,,0.07,,0.78,,0.08,,0.0,
0.03,,"[222, 181, 123, 152]",,0.0,,0.07,,0.07,,0.75,,0.08,,0.0,
0.02,,"[222, 182, 125, 151]",,0.0,,0.03,,0.05,,0.86,,0.04,,0.0,
0.03,,"[225, 183, 121, 149]",,0.0,,0.04,,0.05,,0.83,,0.06,,0.0,
0.02,,"[222, 181, 122, 148]",,0.0,,0.05,,0.07,,0.81,,0.06,,0.0,
0.02,,"[222, 180, 123, 150]",,0.0,,0.06,,0.05,,0.76,,0.1,,0.0,
0.02,,"[227, 183, 119, 147]",,0.0,,0.07,,0.03,,0.32,,0.54,,0.0,
0.02,,"[228, 193, 124, 148]",,0.0,,0.05,,0.02,,0.56,,0.35,,0.0,
0.03,,"[225, 181, 126, 154]",,0.0,,0.06,,0.06,,0.18,,0.67,,0.0,
0.02,,"[223, 181, 132, 162]",,0.0,,0.03,,0.11,,0.69,,0.15,,0.0,
0.02,,"[230, 190, 124, 151]",,0.0,,0.03,,0.06,,0.72,,0.17,,0.0,
0.04,,"[233, 193, 123, 153]",,0.0,,0.06,,0.03,,0.79,,0.09,,0.0,
0.03,,"[230, 192, 126, 153]",,0.0,,0.05,,0.04,,0.79,,0.09,,0.0,
0.03,,"[229, 193, 126, 153]",,0.0,,0.08,,0.05,,0.76,,0.08,,0.0,
0.02,,"[229, 191, 129, 158]",,0.0,,0.05,,0.03,,0.83,,0.06,,0.0,
0.01,,"[228, 190, 132, 160]",,0.0,,0.03,,0.03,,0.87,,0.05,,0.0,
0.02,,"[228, 192, 130, 158]",,0.0,,0.07,,0.02,,0.8,,0.08,,0.0,
0.02,,"[229, 194, 128, 155]",,0.0,,0.05,,0.05,,0.82,,0.06,,0.0,
0.05,,"[231, 194, 127, 154]",,0.0,,0.07,,0.06,,0.77,,0.05,,0.0,
0.06,,"[233, 193, 123, 149]",,0.0,,0.07,,0.12,,0.6,,0.14,,0.01,
0.07,,"[231, 189, 126, 153]",,0.0,,0.07,,0.12,,0.64,,0.1,,0.01,
0.06,,"[232, 190, 122, 147]",,0.0,,0.04,,0.07,,0.76,,0.07,,0.01,
0.02,,"[234, 183, 121, 147]",,0.0,,0.06,,0.05,,0.78,,0.09,,0.01,
0.01,,"[235, 183, 120, 147]",,0.0,,0.04,,0.09,,0.81,,0.04,,0.01,
0.01,,"[235, 183, 120, 147]",,0.0,,0.04,,0.07,,0.84,,0.04,,0.0,
0.01,,"[236, 181, 121, 147]",,0.0,,0.04,,0.08,,0.81,,0.06,,0.0,
0.02,,"[239, 184, 121, 147]",,0.0,,0.05,,0.11,,0.73,,0.07,,0.01,
0.01,,"[241, 186, 119, 144]",,0.0,,0.03,,0.06,,0.83,,0.05,,0.0,
0.02,,"[242, 187, 118, 146]",,0.0,,0.03,,0.03,,0.85,,0.07,,0.0,
0.03,,"[240, 183, 123, 152]",,0.0,,0.03,,0.02,,0.86,,0.05,,0.0,
0.03,,"[243, 189, 122, 147]",,0.0,,0.09,,0.03,,0.73,,0.11,,0.01,
0.01,,"[244, 190, 125, 153]",,0.0,,0.03,,0.01,,0.65,,0.3,,0.0,
0.01,,"[241, 186, 125, 154]",,0.0,,0.04,,0.05,,0.7,,0.2,,0.0,
0.02,,"[241, 188, 128, 156]",,0.0,,0.07,,0.11,,0.35,,0.44,,0.0,
0.02,,"[238, 181, 133, 161]",,0.0,,0.07,,0.17,,0.19,,0.55,,0.01,
0.01,,"[238, 194, 129, 156]",,0.0,,0.11,,0.11,,0.22,,0.55,,0.0,
0.02,,"[236, 196, 131, 159]",,0.0,,0.13,,0.27,,0.16,,0.42,,0.0,
0.01,,"[231, 192, 134, 163]",,0.0,,0.07,,0.39,,0.36,,0.16,,0.01,
0.02,,"[229, 197, 129, 158]",,0.0,,0.07,,0.13,,0.62,,0.15,,0.0,
0.02,,"[228, 198, 129, 157]",,0.0,,0.07,,0.14,,0.63,,0.15,,0.01,
0.03,,"[226, 197, 134, 160]",,0.0,,0.09,,0.2,,0.49,,0.19,,0.01,
0.02,,"[225, 195, 130, 158]",,0.0,,0.14,,0.29,,0.17,,0.36,,0.01,
0.03,,"[222, 187, 133, 160]",,0.0,,0.13,,0.11,,0.19,,0.53,,0.01,
0.05,,"[227, 197, 125, 153]",,0.0,,0.18,,0.12,,0.28,,0.36,,0.0,
0.07,,"[221, 193, 126, 157]",,0.0,,0.07,,0.11,,0.38,,0.37,,0.0,
0.07,,"[217, 190, 128, 159]",,0.0,,0.08,,0.06,,0.29,,0.51,,0.0,
0.03,,"[216, 182, 130, 165]",,0.0,,0.06,,0.09,,0.44,,0.37,,0.0,
0.03,,"[220, 189, 126, 153]",,0.0,,0.05,,0.13,,0.57,,0.23,,0.0,
0.05,,"[214, 179, 128, 160]",,0.0,,0.03,,0.33,,0.33,,0.25,,0.0,
0.05,,"[215, 178, 128, 156]",,0.0,,0.05,,0.27,,0.4,,0.24,,0.0,
0.04,,"[216, 179, 125, 152]",,0.0,,0.07,,0.21,,0.27,,0.41,,0.0,
0.04,,"[216, 178, 125, 154]",,0.0,,0.09,,0.09,,0.22,,0.56,,0.0,
0.04,,"[214, 177, 127, 155]",,0.0,,0.07,,0.1,,0.12,,0.67,,0.0,
0.04,,"[215, 178, 126, 153]",,0.0,,0.11,,0.11,,0.09,,0.65,,0.0,
0.04,,"[215, 178, 126, 155]",,0.0,,0.12,,0.07,,0.12,,0.65,,0.0,
0.03,,"[215, 178, 126, 155]",,0.0,,0.1,,0.07,,0.2,,0.6,,0.0,
0.03,,"[215, 178, 127, 155]",,0.0,,0.08,,0.11,,0.22,,0.56,,0.0,
0.04,,"[217, 178, 124, 155]",,0.0,,0.09,,0.08,,0.18,,0.61,,0.0,
0.03,,"[216, 179, 126, 155]",,0.0,,0.06,,0.07,,0.23,,0.6,,0.0,
0.04,,"[217, 180, 126, 155]",,0.0,,0.09,,0.07,,0.23,,0.57,,0.0,
0.02,,"[220, 187, 123, 151]",,0.0,,0.08,,0.1,,0.45,,0.34,,0.0,
0.01,,"[222, 192, 125, 152]",,0.0,,0.05,,0.01,,0.46,,0.46,,0.0,
0.02,,"[223, 193, 124, 152]",,0.0,,0.07,,0.01,,0.51,,0.39,,0.0,
0.01,,"[224, 194, 123, 151]",,0.0,,0.04,,0.02,,0.51,,0.42,,0.0,
0.02,,"[223, 193, 125, 153]",,0.0,,0.05,,0.01,,0.4,,0.51,,0.0,
0.02,,"[225, 187, 126, 154]",,0.0,,0.1,,0.07,,0.3,,0.52,,0.0,
0.02,,"[222, 187, 129, 156]",,0.0,,0.06,,0.05,,0.42,,0.44,,0.0,
0.01,,"[222, 186, 130, 158]",,0.0,,0.07,,0.09,,0.39,,0.43,,0.0,
0.02,,"[223, 194, 126, 154]",,0.0,,0.12,,0.03,,0.25,,0.58,,0.0,
0.02,,"[224, 194, 125, 154]",,0.0,,0.11,,0.03,,0.3,,0.54,,0.0,
0.01,,"[225, 196, 125, 154]",,0.0,,0.06,,0.02,,0.38,,0.53,,0.0,
0.02,,"[225, 194, 122, 151]",,0.0,,0.11,,0.04,,0.25,,0.58,,0.0,
0.01,,"[224, 197, 126, 153]",,0.0,,0.07,,0.05,,0.26,,0.62,,0.0,
0.02,,"[227, 196, 121, 149]",,0.0,,0.07,,0.06,,0.21,,0.65,,0.0,
0.01,,"[226, 197, 124, 150]",,0.0,,0.05,,0.06,,0.24,,0.64,,0.0,
0.01,,"[229, 192, 124, 153]",,0.0,,0.05,,0.04,,0.49,,0.41,,0.0,
0.01,,"[226, 193, 126, 156]",,0.0,,0.04,,0.05,,0.59,,0.3,,0.0,
0.0,,"[226, 194, 127, 155]",,0.0,,0.03,,0.03,,0.47,,0.47,,0.0,
0.01,,"[226, 194, 126, 156]",,0.0,,0.04,,0.03,,0.45,,0.47,,0.0,
0.03,,"[224, 190, 128, 160]",,0.0,,0.08,,0.03,,0.33,,0.53,,0.0,
0.02,,"[226, 187, 127, 157]",,0.0,,0.11,,0.06,,0.45,,0.35,,0.01,
0.06,,"[219, 188, 130, 162]",,0.0,,0.08,,0.07,,0.5,,0.3,,0.0,
0.03,,"[218, 188, 131, 162]",,0.0,,0.08,,0.06,,0.46,,0.37,,0.01,
0.04,,"[218, 189, 130, 162]",,0.0,,0.07,,0.04,,0.36,,0.48,,0.01,
0.03,,"[217, 186, 133, 165]",,0.0,,0.08,,0.05,,0.37,,0.46,,0.01,
0.02,,"[220, 189, 131, 161]",,0.0,,0.07,,0.02,,0.36,,0.53,,0.0,
0.02,,"[220, 187, 130, 159]",,0.0,,0.05,,0.08,,0.5,,0.34,,0.0,
0.01,,"[225, 186, 131, 159]",,0.0,,0.03,,0.06,,0.67,,0.22,,0.0,
0.01,,"[223, 182, 130, 158]",,0.0,,0.05,,0.08,,0.63,,0.22,,0.0,
0.02,,"[226, 179, 128, 161]",,0.0,,0.06,,0.08,,0.59,,0.25,,0.01,
0.02,,"[234, 188, 122, 148]",,0.0,,0.03,,0.14,,0.68,,0.14,,0.0,
0.03,,"[234, 186, 123, 151]",,0.0,,0.03,,0.07,,0.62,,0.25,,0.0,
0.03,,"[235, 185, 121, 149]",,0.0,,0.04,,0.07,,0.58,,0.28,,0.0,
0.02,,"[237, 185, 119, 146]",,0.0,,0.03,,0.15,,0.58,,0.23,,0.0,
0.02,,"[238, 185, 122, 149]",,0.0,,0.03,,0.14,,0.66,,0.15,,0.0,
0.01,,"[240, 187, 120, 147]",,0.0,,0.02,,0.1,,0.68,,0.19,,0.0,
0.01,,"[241, 188, 119, 146]",,0.0,,0.02,,0.18,,0.6,,0.19,,0.0,
0.03,,"[240, 192, 122, 147]",,0.0,,0.07,,0.17,,0.4,,0.33,,0.01,
0.04,,"[241, 193, 122, 151]",,0.0,,0.11,,0.08,,0.49,,0.27,,0.01,
0.03,,"[235, 191, 126, 157]",,0.0,,0.07,,0.12,,0.64,,0.14,,0.0,
0.02,,"[233, 191, 129, 159]",,0.0,,0.06,,0.16,,0.58,,0.18,,0.0,
0.03,,"[233, 193, 130, 160]",,0.0,,0.06,,0.07,,0.45,,0.39,,0.01,
0.01,,"[230, 195, 128, 159]",,0.0,,0.03,,0.1,,0.56,,0.3,,0.0,
0.01,,"[230, 198, 126, 155]",,0.0,,0.04,,0.1,,0.57,,0.29,,0.0,
0.01,,"[230, 197, 125, 154]",,0.0,,0.04,,0.19,,0.42,,0.33,,0.0,
0.01,,"[230, 194, 129, 159]",,0.0,,0.04,,0.2,,0.52,,0.22,,0.0,
0.02,,"[231, 194, 125, 155]",,0.0,,0.03,,0.2,,0.5,,0.24,,0.0,
0.03,,"[237, 197, 123, 151]",,0.0,,0.06,,0.07,,0.49,,0.35,,0.0,
0.02,,"[231, 191, 127, 157]",,0.0,,0.05,,0.18,,0.66,,0.09,,0.01,
0.02,,"[232, 191, 127, 154]",,0.0,,0.04,,0.1,,0.66,,0.17,,0.0,
0.03,,"[233, 190, 125, 154]",,0.0,,0.07,,0.1,,0.63,,0.17,,0.0,
0.03,,"[238, 195, 121, 148]",,0.0,,0.07,,0.02,,0.57,,0.31,,0.0,
0.02,,"[240, 196, 122, 149]",,0.0,,0.06,,0.02,,0.46,,0.43,,0.0,
0.01,,"[241, 197, 121, 148]",,0.0,,0.06,,0.02,,0.41,,0.5,,0.0,
0.01,,"[238, 197, 125, 151]",,0.0,,0.06,,0.03,,0.58,,0.32,,0.0,
0.01,,"[240, 197, 125, 154]",,0.0,,0.06,,0.05,,0.54,,0.34,,0.0,
0.02,,"[241, 198, 124, 154]",,0.0,,0.11,,0.05,,0.46,,0.37,,0.0,
0.02,,"[238, 197, 128, 154]",,0.0,,0.08,,0.13,,0.45,,0.32,,0.0,
0.01,,"[239, 196, 126, 152]",,0.0,,0.04,,0.32,,0.46,,0.17,,0.0,
0.02,,"[242, 196, 124, 151]",,0.0,,0.04,,0.18,,0.48,,0.27,,0.0,
0.01,,"[235, 192, 125, 152]",,0.0,,0.05,,0.12,,0.59,,0.23,,0.0,
0.02,,"[236, 193, 122, 146]",,0.0,,0.04,,0.03,,0.46,,0.45,,0.0,
0.04,,"[235, 190, 123, 149]",,0.0,,0.05,,0.04,,0.47,,0.39,,0.0,
0.04,,"[237, 194, 121, 147]",,0.0,,0.07,,0.01,,0.5,,0.37,,0.0,
0.05,,"[236, 193, 122, 149]",,0.0,,0.1,,0.02,,0.53,,0.3,,0.01,
0.04,,"[233, 184, 129, 157]",,0.0,,0.09,,0.04,,0.61,,0.21,,0.01,
0.04,,"[234, 187, 127, 156]",,0.0,,0.04,,0.03,,0.66,,0.23,,0.0,
0.03,,"[231, 189, 129, 161]",,0.0,,0.07,,0.05,,0.57,,0.27,,0.01,
0.04,0.02,"[234, 191, 125, 150]","[64, 443, 16, 18]",0.0,0.0,0.06,0.6,0.1,0.12,0.51,0.01,0.29,0.26,0.0,0.0
0.02,,"[238, 193, 124, 154]",,0.0,,0.1,,0.01,,0.57,,0.29,,0.01,
0.03,,"[237, 193, 126, 157]",,0.0,,0.11,,0.02,,0.57,,0.26,,0.01,
0.02,,"[239, 197, 124, 152]",,0.0,,0.09,,0.03,,0.62,,0.22,,0.01,
0.02,,"[238, 196, 125, 154]",,0.0,,0.12,,0.02,,0.53,,0.31,,0.01,
0.02,,"[238, 196, 125, 154]",,0.0,,0.13,,0.02,,0.51,,0.31,,0.0,
0.02,,"[240, 198, 123, 150]",,0.0,,0.07,,0.02,,0.62,,0.26,,0.0,
0.02,,"[239, 198, 123, 151]",,0.0,,0.07,,0.02,,0.58,,0.31,,0.0,
0.03,,"[234, 195, 125, 155]",,0.0,,0.06,,0.04,,0.55,,0.32,,0.0,
0.02,,"[236, 195, 124, 154]",,0.0,,0.05,,0.03,,0.5,,0.38,,0.0,
0.02,,"[238, 195, 122, 151]",,0.0,,0.06,,0.03,,0.56,,0.33,,0.0,
0.01,,"[232, 190, 128, 156]",,0.0,,0.04,,0.23,,0.33,,0.39,,0.0,
0.02,,"[235, 191, 127, 155]",,0.0,,0.05,,0.14,,0.38,,0.42,,0.0,
0.01,,"[243, 198, 122, 149]",,0.0,,0.05,,0.06,,0.43,,0.44,,0.0,
0.01,,"[244, 196, 124, 150]",,0.0,,0.03,,0.08,,0.64,,0.24,,0.0,
0.01,,"[245, 194, 126, 156]",,0.0,,0.03,,0.1,,0.7,,0.16,,0.0,
0.01,,"[246, 192, 127, 156]",,0.0,,0.03,,0.15,,0.69,,0.12,,0.0,
0.01,,"[248, 196, 127, 152]",,0.0,,0.04,,0.06,,0.63,,0.25,,0.0,
0.0,,"[248, 195, 124, 151]",,0.0,,0.07,,0.05,,0.74,,0.14,,0.0,
0.01,,"[250, 194, 126, 154]",,0.0,,0.04,,0.05,,0.75,,0.15,,0.0,
0.01,,"[255, 197, 122, 148]",,0.0,,0.06,,0.06,,0.59,,0.27,,0.0,
0.01,,"[257, 195, 123, 147]",,0.0,,0.04,,0.13,,0.66,,0.15,,0.0,
0.02,,"[258, 192, 122, 151]",,0.0,,0.04,,0.12,,0.62,,0.2,,0.0,
0.02,,"[258, 187, 123, 154]",,0.0,,0.03,,0.13,,0.6,,0.2,,0.0,
0.01,,"[259, 186, 121, 148]",,0.0,,0.05,,0.15,,0.5,,0.28,,0.01,
0.01,,"[259, 185, 123, 150]",,0.0,,0.05,,0.16,,0.6,,0.17,,0.01,
0.0,,"[257, 175, 127, 159]",,0.0,,0.01,,0.51,,0.42,,0.05,,0.01,
0.01,,"[258, 176, 129, 162]",,0.0,,0.01,,0.23,,0.68,,0.06,,0.0,
0.01,,"[255, 184, 124, 151]",,0.0,,0.04,,0.15,,0.6,,0.19,,0.01,
0.01,,"[256, 188, 124, 150]",,0.0,,0.06,,0.17,,0.51,,0.24,,0.01,
0.01,,"[255, 190, 123, 150]",,0.0,,0.04,,0.11,,0.56,,0.26,,0.01,
0.01,,"[254, 190, 122, 149]",,0.0,,0.04,,0.12,,0.6,,0.22,,0.0,
0.01,,"[254, 192, 121, 147]",,0.0,,0.05,,0.12,,0.56,,0.25,,0.01,
0.01,,"[251, 192, 121, 146]",,0.0,,0.06,,0.04,,0.46,,0.43,,0.0,
0.0,,"[244, 182, 127, 155]",,0.0,,0.02,,0.19,,0.42,,0.35,,0.0,
0.01,,"[251, 193, 121, 145]",,0.0,,0.02,,0.04,,0.44,,0.5,,0.0,
0.01,,"[252, 186, 124, 153]",,0.0,,0.03,,0.26,,0.4,,0.3,,0.0,
0.01,,"[252, 180, 127, 158]",,0.0,,0.02,,0.38,,0.46,,0.13,,0.0,
0.0,0.05,"[251, 173, 132, 163]","[63, 443, 18, 20]",0.0,0.0,0.01,0.4,0.27,0.27,0.6,0.02,0.11,0.25,0.0,0.0
0.0,,"[253, 172, 133, 163]",,0.0,,0.01,,0.44,,0.42,,0.12,,0.0,
0.0,,"[253, 173, 132, 163]",,0.0,,0.01,,0.44,,0.39,,0.14,,0.0,
0.0,,"[253, 182, 128, 158]",,0.0,,0.02,,0.18,,0.62,,0.17,,0.0,
0.0,,"[253, 186, 126, 153]",,0.0,,0.02,,0.16,,0.67,,0.15,,0.0,
0.01,,"[245, 179, 137, 170]",,0.0,,0.02,,0.24,,0.61,,0.11,,0.01,
0.0,,"[247, 190, 126, 152]",,0.0,,0.02,,0.39,,0.53,,0.06,,0.01,
0.01,,"[243, 189, 127, 153]",,0.0,,0.01,,0.53,,0.4,,0.04,,0.01,
0.01,,"[242, 184, 124, 154]",,0.0,,0.01,,0.61,,0.29,,0.07,,0.0,
0.01,,"[239, 185, 125, 154]",,0.0,,0.02,,0.46,,0.41,,0.09,,0.0,
0.03,,"[236, 182, 123, 152]",,0.0,,0.04,,0.53,,0.28,,0.12,,0.0,
0.01,,"[235, 183, 123, 152]",,0.0,,0.02,,0.52,,0.37,,0.07,,0.0,
0.01,0.01,"[232, 182, 125, 157]","[63, 443, 17, 18]",0.0,0.0,0.02,0.69,0.31,0.06,0.54,0.01,0.11,0.23,0.0,0.0
0.03,0.03,"[233, 185, 125, 155]","[64, 443, 16, 19]",0.0,0.0,0.04,0.57,0.22,0.12,0.55,0.01,0.16,0.26,0.0,0.0
0.02,,"[234, 187, 127, 153]",,0.0,,0.03,,0.08,,0.66,,0.21,,0.0,
0.01,,"[236, 186, 127, 156]",,0.0,,0.06,,0.05,,0.55,,0.32,,0.0,
0.02,,"[239, 189, 124, 154]",,0.0,,0.04,,0.14,,0.58,,0.22,,0.0,
0.01,0.01,"[233, 178, 130, 159]","[64, 444, 16, 16]",0.0,0.0,0.03,0.56,0.4,0.16,0.44,0.02,0.12,0.25,0.0,0.0
0.01,,"[243, 189, 128, 153]",,0.0,,0.04,,0.16,,0.58,,0.21,,0.0,
0.02,,"[248, 193, 129, 157]",,0.0,,0.03,,0.06,,0.69,,0.19,,0.01,
0.01,,"[249, 181, 130, 159]",,0.0,,0.02,,0.42,,0.39,,0.16,,0.0,
0.0,,"[250, 181, 130, 160]",,0.0,,0.01,,0.35,,0.52,,0.12,,0.0,
0.0,,"[256, 186, 127, 156]",,0.0,,0.02,,0.13,,0.59,,0.26,,0.0,
0.0,,"[257, 187, 127, 154]",,0.0,,0.02,,0.27,,0.47,,0.23,,0.0,
0.0,,"[254, 180, 134, 165]",,0.0,,0.02,,0.43,,0.43,,0.12,,0.0,
0.01,,"[252, 181, 132, 160]",,0.0,,0.03,,0.34,,0.4,,0.22,,0.01,
0.01,,"[250, 178, 135, 168]",,0.0,,0.03,,0.45,,0.39,,0.11,,0.01,
0.01,0.03,"[253, 192, 128, 152]","[64, 443, 17, 19]",0.0,0.0,0.03,0.5,0.16,0.05,0.59,0.01,0.21,0.41,0.0,0.0
0.01,,"[251, 192, 126, 148]",,0.0,,0.05,,0.18,,0.53,,0.22,,0.01,
0.01,,"[250, 192, 124, 145]",,0.0,,0.07,,0.23,,0.34,,0.35,,0.01,
0.02,,"[248, 190, 124, 146]",,0.0,,0.09,,0.17,,0.42,,0.29,,0.01,
0.02,,"[245, 183, 124, 150]",,0.0,,0.08,,0.27,,0.38,,0.24,,0.02,
0.01,,"[245, 182, 123, 149]",,0.0,,0.08,,0.42,,0.27,,0.21,,0.02,
0.01,,"[244, 180, 125, 152]",,0.0,,0.03,,0.52,,0.27,,0.15,,0.01,
0.01,,"[247, 183, 125, 152]",,0.0,,0.03,,0.43,,0.37,,0.14,,0.01,
0.01,,"[249, 184, 124, 150]",,0.0,,0.03,,0.5,,0.33,,0.13,,0.01,
0.01,,"[249, 185, 123, 148]",,0.0,,0.04,,0.44,,0.38,,0.13,,0.0,
0.01,,"[250, 185, 124, 149]",,0.0,,0.03,,0.46,,0.38,,0.12,,0.0,
0.01,0.01,"[249, 186, 125, 149]","[64, 444, 16, 17]",0.0,0.0,0.06,0.69,0.15,0.04,0.6,0.02,0.17,0.24,0.0,0.0
